"","성별","연도","교육","직종","지역","월급","나이","연령대"
"12788","남",2002,5,NA,4,NA,19,"초년"
"12789","남",2004,4,NA,4,NA,17,"초년"
"12790","남",1972,7,761,4,NA,49,"중년"
"12791","여",1973,7,NA,4,NA,48,"중년"
"12792","남",2001,5,NA,4,NA,20,"초년"
"12793","남",2004,4,NA,4,NA,17,"초년"
"12794","남",1975,7,442,4,NA,46,"중년"
"12795","여",1979,6,NA,4,NA,42,"중년"
"12796","남",2008,3,NA,4,NA,13,"초년"
"12797","남",2012,3,NA,4,NA,9,"초년"
"12798","남",1937,4,NA,4,NA,84,"노년"
"12799","여",1939,3,NA,4,NA,82,"노년"
"12800","여",1938,2,NA,4,NA,83,"노년"
"12801","여",1933,2,NA,4,NA,88,"노년"
"12802","남",1961,7,611,4,NA,60,"노년"
"12803","여",1962,5,NA,4,NA,59,"노년"
"12804","남",1989,7,753,4,275,32,"중년"
"12805","여",1959,3,930,4,164,62,"노년"
"12806","여",1947,3,NA,4,NA,74,"노년"
"12807","여",1943,3,NA,4,NA,78,"노년"
"12808","남",1949,4,611,4,NA,72,"노년"
"12809","여",1956,5,611,4,NA,65,"노년"
"12810","여",1984,6,245,2,450,37,"중년"
"12811","남",1978,7,149,2,467,43,"중년"
"12812","남",1968,5,841,2,261,53,"노년"
"12813","여",1999,5,313,2,188,22,"초년"
"12814","남",1972,7,862,3,250,49,"중년"
"12815","여",1979,5,243,3,200,42,"중년"
"12816","남",2005,4,NA,3,NA,16,"초년"
"12817","여",2008,3,NA,3,NA,13,"초년"
"12818","남",1950,4,NA,3,NA,71,"노년"
"12819","여",1955,4,NA,3,NA,66,"노년"
"12820","여",1940,2,NA,3,NA,81,"노년"
"12821","남",1961,3,NA,3,NA,60,"노년"
"12822","여",1994,7,314,3,190,27,"초년"
"12823","여",1996,7,314,3,170,25,"초년"
"12824","남",1938,3,NA,4,NA,83,"노년"
"12825","여",1939,3,NA,4,NA,82,"노년"
"12826","남",1958,5,873,4,202,63,"노년"
"12827","여",1957,5,NA,4,NA,64,"노년"
"12828","남",1988,7,411,1,485,33,"중년"
"12829","남",1946,7,NA,2,NA,75,"노년"
"12830","남",1991,6,799,2,270,30,"중년"
"12831","남",1949,3,NA,2,NA,72,"노년"
"12832","여",1962,3,930,2,172,59,"노년"
"12833","남",1953,5,NA,2,NA,68,"노년"
"12834","남",1967,5,NA,2,NA,54,"노년"
"12835","남",1962,5,873,2,82,59,"노년"
"12836","여",1939,3,NA,2,NA,82,"노년"
"12837","남",1931,5,NA,1,NA,90,"노년"
"12838","여",1935,2,NA,1,NA,86,"노년"
"12839","여",1948,5,510,3,75,73,"노년"
"12840","남",1956,3,941,1,50,65,"노년"
"12841","남",1937,4,NA,1,NA,84,"노년"
"12842","여",1946,3,NA,1,NA,75,"노년"
"12843","남",1974,7,521,1,427,47,"중년"
"12844","여",1973,6,259,1,125,48,"중년"
"12845","여",2001,5,NA,1,NA,20,"초년"
"12846","여",2005,4,NA,1,NA,16,"초년"
"12847","남",1970,7,312,3,386,51,"노년"
"12848","여",1973,5,442,3,NA,48,"중년"
"12849","여",2003,5,NA,3,NA,18,"초년"
"12850","여",2006,4,NA,3,NA,15,"초년"
"12851","남",1951,3,873,2,NA,70,"노년"
"12852","여",1956,3,NA,2,NA,65,"노년"
"12853","남",1984,7,247,2,290,37,"중년"
"12854","남",1984,7,312,2,360,37,"중년"
"12855","여",1983,7,NA,2,NA,38,"중년"
"12856","남",2016,1,NA,2,NA,5,"초년"
"12857","여",1939,3,611,4,NA,82,"노년"
"12858","남",1941,3,611,4,NA,80,"노년"
"12859","여",1944,3,611,4,NA,77,"노년"
"12860","여",1946,5,NA,4,NA,75,"노년"
"12861","남",1937,5,611,4,NA,84,"노년"
"12862","여",1944,5,NA,4,NA,77,"노년"
"12863","남",1946,5,NA,4,NA,75,"노년"
"12864","남",1938,3,941,4,27,83,"노년"
"12865","여",1940,3,811,4,NA,81,"노년"
"12866","여",1939,2,NA,4,NA,82,"노년"
"12867","여",1951,4,NA,4,NA,70,"노년"
"12868","여",1959,4,NA,4,NA,62,"노년"
"12869","여",1944,3,NA,4,NA,77,"노년"
"12870","남",1941,6,NA,2,NA,80,"노년"
"12871","여",1949,5,941,2,97,72,"노년"
"12872","남",1980,7,139,2,NA,41,"중년"
"12873","남",1981,6,841,4,482,40,"중년"
"12874","여",1981,6,NA,4,NA,40,"중년"
"12875","남",2011,3,NA,4,NA,10,"초년"
"12876","남",2015,1,NA,4,NA,6,"초년"
"12877","남",1947,3,941,4,124,74,"노년"
"12878","여",1952,2,441,4,190,69,"노년"
"12879","남",1942,4,873,4,NA,79,"노년"
"12880","여",1949,4,NA,4,NA,72,"노년"
"12881","남",1972,7,761,4,262,49,"중년"
"12882","남",1968,5,953,4,NA,53,"노년"
"12883","여",1970,5,953,4,NA,51,"노년"
"12884","여",1947,3,NA,4,NA,74,"노년"
"12885","여",1995,7,243,4,278,26,"초년"
"12886","여",1947,2,NA,5,NA,74,"노년"
"12887","남",1936,2,NA,5,NA,85,"노년"
"12888","여",2006,4,NA,5,NA,15,"초년"
"12889","여",1933,2,NA,5,NA,88,"노년"
"12890","여",1940,2,NA,5,NA,81,"노년"
"12891","남",1932,3,611,5,NA,89,"노년"
"12892","여",1932,3,NA,5,NA,89,"노년"
"12893","여",1967,5,941,1,290,54,"노년"
"12894","남",2005,4,NA,1,NA,16,"초년"
"12895","여",1937,3,941,5,27,84,"노년"
"12896","남",1941,5,NA,5,NA,80,"노년"
"12897","여",1939,5,NA,5,NA,82,"노년"
"12898","남",1972,4,NA,5,NA,49,"중년"
"12899","여",1935,3,NA,5,NA,86,"노년"
"12900","여",1973,5,421,5,122,48,"중년"
"12901","여",1943,4,NA,1,NA,78,"노년"
"12902","남",1951,7,521,1,NA,70,"노년"
"12903","남",1939,3,NA,1,NA,82,"노년"
"12904","여",1940,2,421,1,130,81,"노년"
"12905","여",1948,4,NA,1,NA,73,"노년"
"12906","여",1947,3,NA,1,NA,74,"노년"
"12907","여",1942,5,NA,4,NA,79,"노년"
"12908","여",1944,5,NA,4,NA,77,"노년"
"12909","여",1953,2,NA,4,NA,68,"노년"
"12910","여",1945,3,NA,4,NA,76,"노년"
"12911","여",1953,3,991,4,NA,68,"노년"
"12912","여",1942,4,NA,4,NA,79,"노년"
"12913","남",1941,5,NA,4,NA,80,"노년"
"12914","여",1944,4,NA,4,NA,77,"노년"
"12915","남",1965,5,953,4,NA,56,"노년"
"12916","남",1973,5,510,4,210,48,"중년"
"12917","여",1972,7,313,4,198,49,"중년"
"12918","여",2000,7,NA,4,NA,21,"초년"
"12919","남",1942,3,NA,4,NA,79,"노년"
"12920","남",1982,6,233,5,542,39,"중년"
"12921","여",1983,6,244,5,67,38,"중년"
"12922","남",2011,3,NA,5,NA,10,"초년"
"12923","여",1940,3,941,5,27,81,"노년"
"12924","남",1942,3,NA,5,NA,79,"노년"
"12925","여",1946,2,941,5,27,75,"노년"
"12926","남",1959,5,792,5,350,62,"노년"
"12927","여",1965,5,NA,5,NA,56,"노년"
"12928","여",1989,7,285,5,NA,32,"중년"
"12929","여",1991,7,285,5,NA,30,"중년"
"12930","남",1953,5,NA,5,NA,68,"노년"
"12931","여",1955,5,441,5,110,66,"노년"
"12932","여",1985,7,254,5,50,36,"중년"
"12933","남",1984,7,286,5,583,37,"중년"
"12934","여",2014,1,NA,5,NA,7,"초년"
"12935","여",2017,1,NA,5,NA,4,"초년"
"12936","남",1977,7,411,5,622,44,"중년"
"12937","여",1976,7,411,5,490,45,"중년"
"12938","여",2005,4,NA,5,NA,16,"초년"
"12939","남",2011,3,NA,5,NA,10,"초년"
"12940","남",1951,5,611,5,NA,70,"노년"
"12941","여",1954,4,NA,5,NA,67,"노년"
"12942","남",1965,9,391,5,737,56,"노년"
"12943","여",1968,7,NA,5,NA,53,"노년"
"12944","남",1956,5,873,5,181,65,"노년"
"12945","여",1960,5,953,5,110,61,"노년"
"12946","남",1989,6,862,5,306,32,"중년"
"12947","남",1957,6,NA,5,NA,64,"노년"
"12948","여",1959,5,NA,5,NA,62,"노년"
"12949","남",1987,7,NA,5,NA,34,"중년"
"12950","여",1938,3,999,5,27,83,"노년"
"12951","남",1945,4,942,2,200,76,"노년"
"12952","여",1949,4,NA,2,NA,72,"노년"
"12953","남",1978,8,312,2,666,43,"중년"
"12954","여",1980,7,330,2,503,41,"중년"
"12955","남",2011,3,NA,2,NA,10,"초년"
"12956","여",2017,1,NA,2,NA,4,"초년"
"12957","여",1940,2,611,5,NA,81,"노년"
"12958","여",2002,5,NA,5,NA,19,"초년"
"12959","남",1963,5,399,5,174,58,"노년"
"12960","여",1979,7,NA,5,NA,42,"중년"
"12961","남",2002,5,NA,5,NA,19,"초년"
"12962","여",2005,4,NA,5,NA,16,"초년"
"12963","여",1945,3,NA,5,NA,76,"노년"
"12964","남",1944,2,611,5,NA,77,"노년"
"12965","여",1952,2,611,5,NA,69,"노년"
"12966","여",1937,2,NA,5,NA,84,"노년"
"12967","남",1970,5,873,2,250,51,"노년"
"12968","여",1971,5,246,2,230,50,"중년"
"12969","여",1999,7,NA,2,NA,22,"초년"
"12970","남",2007,3,NA,2,NA,14,"초년"
"12971","여",2009,3,NA,2,NA,12,"초년"
"12972","여",1966,5,314,2,244,55,"노년"
"12973","여",1939,3,NA,2,NA,82,"노년"
"12974","남",1973,7,261,2,NA,48,"중년"
"12975","여",1976,7,330,2,590,45,"중년"
"12976","남",2004,4,NA,2,NA,17,"초년"
"12977","남",2011,3,NA,2,NA,10,"초년"
"12978","남",1933,3,611,5,NA,88,"노년"
"12979","여",1938,2,611,5,NA,83,"노년"
"12980","남",1937,3,611,5,NA,84,"노년"
"12981","여",1941,2,611,5,NA,80,"노년"
"12982","여",1964,3,NA,5,NA,57,"노년"
"12983","남",1942,5,NA,5,NA,79,"노년"
"12984","여",1948,4,NA,5,NA,73,"노년"
"12985","여",1945,2,NA,5,NA,76,"노년"
"12986","남",1944,5,611,7,NA,77,"노년"
"12987","여",1940,4,611,7,NA,81,"노년"
"12988","남",1935,4,429,7,27,86,"노년"
"12989","여",1934,3,NA,7,NA,87,"노년"
"12990","여",1951,3,NA,1,NA,70,"노년"
"12991","남",1980,5,762,1,NA,41,"중년"
"12992","남",1963,3,NA,1,NA,58,"노년"
"12993","남",2000,6,NA,1,NA,21,"초년"
"12994","남",1936,7,NA,1,NA,85,"노년"
"12995","여",1940,5,NA,1,NA,81,"노년"
"12996","여",1963,7,NA,1,NA,58,"노년"
"12997","남",1970,7,231,1,510,51,"노년"
"12998","여",1970,7,NA,1,NA,51,"노년"
"12999","남",1999,7,NA,1,NA,22,"초년"
"13000","남",2003,5,NA,1,NA,18,"초년"
"13001","여",1937,3,NA,1,NA,84,"노년"
"13002","여",1934,4,NA,1,NA,87,"노년"
"13003","여",1944,3,NA,2,NA,77,"노년"
"13004","남",1977,7,313,2,200,44,"중년"
"13005","여",1949,3,NA,2,NA,72,"노년"
"13006","여",1954,5,NA,2,NA,67,"노년"
"13007","남",1969,7,NA,2,NA,52,"노년"
"13008","여",1969,7,NA,2,NA,52,"노년"
"13009","여",2006,4,NA,2,NA,15,"초년"
"13010","여",2009,3,NA,2,NA,12,"초년"
"13011","남",1955,5,312,6,198,66,"노년"
"13012","여",1957,5,NA,6,NA,64,"노년"
"13013","여",1983,6,NA,6,NA,38,"중년"
"13014","남",1941,2,942,4,130,80,"노년"
"13015","여",1946,3,NA,4,NA,75,"노년"
"13016","남",1963,5,851,4,238,58,"노년"
"13017","여",1967,5,NA,4,NA,54,"노년"
"13018","남",1996,7,NA,4,NA,25,"초년"
"13019","여",1998,5,NA,4,NA,23,"초년"
"13020","남",1956,3,941,4,112,65,"노년"
"13021","여",1956,3,941,4,112,65,"노년"
"13022","여",1946,4,NA,4,NA,75,"노년"
"13023","여",1953,4,NA,4,NA,68,"노년"
"13024","여",1936,3,NA,4,NA,85,"노년"
"13025","남",1934,4,NA,4,NA,87,"노년"
"13026","여",1939,3,NA,4,NA,82,"노년"
"13027","여",1956,3,NA,4,NA,65,"노년"
"13028","남",1944,4,941,4,30,77,"노년"
"13029","남",1962,7,312,4,817,59,"노년"
"13030","여",1967,5,NA,4,NA,54,"노년"
"13031","여",2002,5,NA,4,NA,19,"초년"
"13032","여",2008,3,NA,4,NA,13,"초년"
"13033","여",1929,2,NA,4,NA,92,"노년"
"13034","남",1971,7,225,4,641,50,"중년"
"13035","여",1973,6,246,4,122,48,"중년"
"13036","남",1999,7,NA,4,NA,22,"초년"
"13037","남",2002,5,NA,4,NA,19,"초년"
"13038","여",1943,2,941,5,27,78,"노년"
"13039","여",1946,3,NA,5,NA,75,"노년"
"13040","여",1961,3,442,5,NA,60,"노년"
"13041","여",1982,7,259,5,NA,39,"중년"
"13042","남",1984,7,311,5,308,37,"중년"
"13043","남",1974,4,910,5,408,47,"중년"
"13044","여",1974,5,921,5,136,47,"중년"
"13045","여",2003,5,NA,5,NA,18,"초년"
"13046","남",2010,3,NA,5,NA,11,"초년"
"13047","남",1945,5,NA,5,NA,76,"노년"
"13048","여",1948,5,NA,5,NA,73,"노년"
"13049","남",1979,8,248,5,313,42,"중년"
"13050","여",1979,7,NA,5,NA,42,"중년"
"13051","여",2006,4,NA,5,NA,15,"초년"
"13052","남",2008,3,NA,5,NA,13,"초년"
"13053","여",1948,4,NA,5,NA,73,"노년"
"13054","남",1976,7,222,5,554,45,"중년"
"13055","여",1980,6,422,5,NA,41,"중년"
"13056","여",2010,3,NA,5,NA,11,"초년"
"13057","남",1977,7,312,5,735,44,"중년"
"13058","여",1977,6,NA,5,NA,44,"중년"
"13059","남",2007,3,NA,5,NA,14,"초년"
"13060","남",2010,3,NA,5,NA,11,"초년"
"13061","남",1952,5,NA,5,NA,69,"노년"
"13062","여",1952,3,NA,5,NA,69,"노년"
"13063","남",1964,4,NA,5,NA,57,"노년"
"13064","남",1996,6,NA,5,NA,25,"초년"
"13065","여",1942,2,611,5,NA,79,"노년"
"13066","여",1938,3,NA,5,NA,83,"노년"
"13067","남",1970,5,521,5,NA,51,"노년"
"13068","여",1985,5,930,5,159,36,"중년"
"13069","남",2014,1,NA,5,NA,7,"초년"
"13070","여",2018,1,NA,5,NA,3,"초년"
"13071","남",1940,4,941,5,27,81,"노년"
"13072","여",1944,3,NA,5,NA,77,"노년"
"13073","여",1977,7,611,5,NA,44,"중년"
"13074","남",1975,6,611,5,NA,46,"중년"
"13075","남",2014,1,NA,5,NA,7,"초년"
"13076","남",1959,5,611,5,NA,62,"노년"
"13077","여",1961,5,930,5,230,60,"노년"
"13078","남",1988,7,274,5,490,33,"중년"
"13079","남",1944,3,941,5,27,77,"노년"
"13080","여",1950,3,611,5,NA,71,"노년"
"13081","남",1970,5,611,5,NA,51,"노년"
"13082","남",2004,4,NA,5,NA,17,"초년"
"13083","남",2006,4,NA,5,NA,15,"초년"
"13084","남",1953,3,611,5,NA,68,"노년"
"13085","여",1958,3,611,5,NA,63,"노년"
"13086","남",1971,5,611,5,NA,50,"중년"
"13087","여",1985,4,611,5,NA,36,"중년"
"13088","남",2008,3,NA,5,NA,13,"초년"
"13089","남",2014,1,NA,5,NA,7,"초년"
"13090","여",1955,3,NA,7,NA,66,"노년"
"13091","남",1938,4,611,7,NA,83,"노년"
"13092","여",1938,3,611,7,NA,83,"노년"
"13093","남",1963,7,NA,2,NA,58,"노년"
"13094","여",1950,2,NA,1,NA,71,"노년"
"13095","남",1949,8,NA,1,NA,72,"노년"
"13096","여",1952,8,NA,1,NA,69,"노년"
"13097","남",1951,5,NA,2,NA,70,"노년"
"13098","남",1976,8,235,2,867,45,"중년"
"13099","여",1977,7,NA,2,NA,44,"중년"
"13100","남",2006,4,NA,2,NA,15,"초년"
"13101","남",2008,3,NA,2,NA,13,"초년"
"13102","남",1973,7,312,2,825,48,"중년"
"13103","여",1973,6,259,2,100,48,"중년"
"13104","여",2009,3,NA,2,NA,12,"초년"
"13105","여",2011,3,NA,2,NA,10,"초년"
"13106","여",1947,5,NA,2,NA,74,"노년"
"13107","여",1941,4,NA,2,NA,80,"노년"
"13108","여",1969,9,211,3,658,52,"노년"
"13109","남",1946,7,274,3,550,75,"노년"
"13110","여",1949,7,NA,3,NA,72,"노년"
"13111","남",1966,5,NA,4,NA,55,"노년"
"13112","여",1967,4,421,4,180,54,"노년"
"13113","남",1994,5,NA,4,NA,27,"초년"
"13114","남",1949,3,741,4,190,72,"노년"
"13115","여",1952,3,NA,4,NA,69,"노년"
"13116","남",1948,5,NA,5,NA,73,"노년"
"13117","여",1948,5,NA,5,NA,73,"노년"
"13118","남",1961,3,314,5,174,60,"노년"
"13119","여",1939,3,941,4,27,82,"노년"
"13120","남",1943,3,NA,4,NA,78,"노년"
"13121","여",1952,2,930,4,100,69,"노년"
"13122","남",1939,3,429,4,27,82,"노년"
"13123","여",1941,3,NA,4,NA,80,"노년"
"13124","남",1975,5,854,4,476,46,"중년"
"13125","여",1977,7,429,4,98,44,"중년"
"13126","남",2001,5,NA,4,NA,20,"초년"
"13127","여",2008,3,NA,4,NA,13,"초년"
"13128","여",1984,7,NA,3,NA,37,"중년"
"13129","남",1984,7,761,3,NA,37,"중년"
"13130","남",2014,1,NA,3,NA,7,"초년"
"13131","남",2016,1,NA,3,NA,5,"초년"
"13132","여",1962,3,NA,4,NA,59,"노년"
"13133","여",1990,5,313,4,217,31,"중년"
"13134","여",1959,7,NA,6,NA,62,"노년"
"13135","남",1955,7,NA,6,NA,66,"노년"
"13136","남",1976,7,874,5,600,45,"중년"
"13137","여",1980,7,NA,5,NA,41,"중년"
"13138","여",2009,3,NA,5,NA,12,"초년"
"13139","남",2011,3,NA,5,NA,10,"초년"
"13140","여",1967,5,921,5,210,54,"노년"
"13141","여",1997,5,399,5,180,24,"초년"
"13142","남",2000,6,NA,5,NA,21,"초년"
"13143","남",1936,4,NA,5,NA,85,"노년"
"13144","여",1940,3,NA,5,NA,81,"노년"
"13145","여",1959,2,521,5,200,62,"노년"
"13146","남",1968,5,NA,5,NA,53,"노년"
"13147","여",1941,2,NA,5,NA,80,"노년"
"13148","여",1947,4,NA,5,NA,74,"노년"
"13149","남",1974,7,521,5,375,47,"중년"
"13150","남",1950,4,942,5,202,71,"노년"
"13151","여",1953,4,NA,5,NA,68,"노년"
"13152","여",1937,2,NA,5,NA,84,"노년"
"13153","여",1942,3,NA,5,NA,79,"노년"
"13154","남",1959,6,245,5,533,62,"노년"
"13155","여",1961,6,531,5,120,60,"노년"
"13156","여",1988,9,245,5,308,33,"중년"
"13157","남",1949,4,611,5,NA,72,"노년"
"13158","여",1951,3,991,5,50,70,"노년"
"13159","남",1958,6,613,5,NA,63,"노년"
"13160","여",1958,4,613,5,NA,63,"노년"
"13161","여",1935,3,NA,5,NA,86,"노년"
"13162","여",1941,2,NA,5,NA,80,"노년"
"13163","남",1940,3,611,5,NA,81,"노년"
"13164","여",1942,3,611,5,NA,79,"노년"
"13165","여",1971,5,930,5,158,50,"중년"
"13166","남",1941,4,611,7,NA,80,"노년"
"13167","여",1943,3,611,7,NA,78,"노년"
"13168","남",1943,2,611,5,NA,78,"노년"
"13169","여",1943,2,611,5,NA,78,"노년"
"13170","여",1947,2,611,5,NA,74,"노년"
"13171","남",1942,3,611,5,NA,79,"노년"
"13172","여",1939,2,611,5,NA,82,"노년"
"13173","남",1957,3,611,7,NA,64,"노년"
"13174","여",1934,2,NA,7,NA,87,"노년"
"13175","여",1933,3,NA,6,NA,88,"노년"
"13176","여",1947,2,NA,6,NA,74,"노년"
"13177","남",1930,3,NA,6,NA,91,"노년"
"13178","여",1937,3,NA,6,NA,84,"노년"
"13179","남",1944,3,611,6,NA,77,"노년"
"13180","여",1949,3,611,6,NA,72,"노년"
"13181","남",1945,3,NA,6,NA,76,"노년"
"13182","여",1955,3,611,6,NA,66,"노년"
"13183","남",1931,3,611,5,NA,90,"노년"
"13184","남",1943,7,611,6,NA,78,"노년"
"13185","여",1947,4,611,6,NA,74,"노년"
"13186","남",1953,3,611,6,NA,68,"노년"
"13187","여",1952,3,611,6,NA,69,"노년"
"13188","여",1920,2,NA,6,NA,101,"노년"
"13189","남",1965,3,782,6,310,56,"노년"
"13190","여",1966,3,611,6,NA,55,"노년"
"13191","남",1994,5,942,6,201,27,"초년"
"13192","여",1993,5,NA,6,NA,28,"초년"
"13193","여",1952,2,NA,6,NA,69,"노년"
"13194","여",1940,3,999,6,27,81,"노년"
"13195","남",1938,3,NA,6,NA,83,"노년"
"13196","여",1943,2,NA,6,NA,78,"노년"
"13197","남",1941,4,NA,6,NA,80,"노년"
"13198","여",1940,3,NA,6,NA,81,"노년"
"13199","남",1939,3,999,6,27,82,"노년"
"13200","여",1949,3,999,6,27,72,"노년"
"13201","남",1967,5,NA,6,NA,54,"노년"
"13202","여",1971,5,NA,6,NA,50,"중년"
"13203","여",2001,5,NA,6,NA,20,"초년"
"13204","여",2003,5,NA,6,NA,18,"초년"
"13205","남",1964,7,141,6,570,57,"노년"
"13206","여",1968,7,421,6,231,53,"노년"
"13207","여",2000,7,521,6,38,21,"초년"
"13208","남",2000,7,NA,6,NA,21,"초년"
"13209","여",1936,3,NA,6,NA,85,"노년"
"13210","여",1945,2,999,6,27,76,"노년"
"13211","남",1943,5,611,6,NA,78,"노년"
"13212","여",1945,4,611,6,NA,76,"노년"
"13213","남",1937,7,611,6,NA,84,"노년"
"13214","여",1941,3,999,6,27,80,"노년"
"13215","남",1973,6,254,6,32,48,"중년"
"13216","남",1966,5,NA,6,NA,55,"노년"
"13217","여",1940,2,941,6,27,81,"노년"
"13218","남",1944,5,611,5,NA,77,"노년"
"13219","여",1952,4,NA,5,NA,69,"노년"
"13220","여",1944,3,441,5,27,77,"노년"
"13221","남",1970,5,874,5,250,51,"노년"
"13222","여",1950,2,941,5,110,71,"노년"
"13223","남",1964,5,874,5,398,57,"노년"
"13224","여",1965,5,NA,5,NA,56,"노년"
"13225","여",1994,6,245,2,239,27,"초년"
"13226","여",1960,3,NA,2,NA,61,"노년"
"13227","여",1985,5,246,2,221,36,"중년"
"13228","남",1944,3,NA,2,NA,77,"노년"
"13229","여",1947,3,999,2,27,74,"노년"
"13230","남",1974,5,NA,2,NA,47,"중년"
"13231","여",1942,5,952,2,27,79,"노년"
"13232","여",1943,3,952,2,27,78,"노년"
"13233","남",1975,7,399,2,456,46,"중년"
"13234","여",1975,7,NA,2,NA,46,"중년"
"13235","여",2003,5,NA,2,NA,18,"초년"
"13236","여",2008,3,NA,2,NA,13,"초년"
"13237","남",1952,7,NA,1,NA,69,"노년"
"13238","여",1957,5,NA,1,NA,64,"노년"
"13239","남",1959,5,922,1,NA,62,"노년"
"13240","남",1974,6,239,2,438,47,"중년"
"13241","여",1975,6,247,2,230,46,"중년"
"13242","남",2001,5,NA,2,NA,20,"초년"
"13243","여",2008,3,NA,2,NA,13,"초년"
"13244","남",1943,7,992,6,170,78,"노년"
"13245","여",1956,4,NA,6,NA,65,"노년"
"13246","여",1951,3,NA,6,NA,70,"노년"
"13247","여",1961,3,NA,6,NA,60,"노년"
"13248","남",2000,5,NA,6,NA,21,"초년"
"13249","남",1934,3,NA,6,NA,87,"노년"
"13250","여",1985,6,245,6,NA,36,"중년"
"13251","남",1965,5,832,6,812,56,"노년"
"13252","여",1963,5,NA,6,NA,58,"노년"
"13253","남",1991,7,259,6,NA,30,"중년"
"13254","남",1951,5,941,6,113,70,"노년"
"13255","남",1968,6,753,6,261,53,"노년"
"13256","여",1975,5,NA,6,NA,46,"중년"
"13257","여",2009,3,NA,6,NA,12,"초년"
"13258","남",2010,3,NA,6,NA,11,"초년"
"13259","남",2012,3,NA,6,NA,9,"초년"
"13260","남",1943,3,NA,6,NA,78,"노년"
"13261","여",1948,3,NA,6,NA,73,"노년"
"13262","여",1936,3,153,6,27,85,"노년"
"13263","남",1942,4,999,6,27,79,"노년"
"13264","여",1949,3,999,6,27,72,"노년"
"13265","남",1938,4,611,6,NA,83,"노년"
"13266","여",1942,2,NA,6,NA,79,"노년"
"13267","여",1948,3,611,5,NA,73,"노년"
"13268","남",1982,7,1002,6,495,39,"중년"
"13269","여",1982,6,521,6,NA,39,"중년"
"13270","남",2016,1,NA,6,NA,5,"초년"
"13271","여",1947,4,421,4,27,74,"노년"
"13272","여",1933,3,NA,6,NA,88,"노년"
"13273","여",1937,2,NA,6,NA,84,"노년"
"13274","여",1942,3,NA,6,NA,79,"노년"
"13275","남",1958,3,873,6,80,63,"노년"
"13276","여",1987,5,NA,1,NA,34,"중년"
"13277","남",1943,5,611,6,NA,78,"노년"
"13278","여",1945,5,611,6,NA,76,"노년"
"13279","남",1950,3,611,6,NA,71,"노년"
"13280","여",1956,3,611,6,NA,65,"노년"
"13281","여",1956,3,NA,6,NA,65,"노년"
"13282","남",1944,3,NA,6,NA,77,"노년"
"13283","여",1949,3,NA,6,NA,72,"노년"
"13284","남",1937,5,NA,6,NA,84,"노년"
"13285","여",1943,4,NA,6,NA,78,"노년"
"13286","남",1943,5,NA,6,NA,78,"노년"
"13287","여",1956,3,951,6,NA,65,"노년"
"13288","여",1978,5,NA,6,NA,43,"중년"
