"","성별","연도","교육","직종","지역","월급","나이","연령대"
"576","남",1990,7,312,1,250,31,"중년"
"577","여",1950,7,NA,1,NA,71,"노년"
"578","남",1933,5,NA,1,NA,88,"노년"
"579","여",1939,3,NA,1,NA,82,"노년"
"580","남",1965,7,NA,1,NA,56,"노년"
"581","여",1940,3,NA,1,NA,81,"노년"
"582","남",1942,3,NA,1,NA,79,"노년"
"583","남",1975,5,510,1,NA,46,"중년"
"584","여",1980,5,510,1,NA,41,"중년"
"585","남",2007,3,NA,1,NA,14,"초년"
"586","여",2009,3,NA,1,NA,12,"초년"
"587","남",1935,5,NA,1,NA,86,"노년"
"588","여",1942,4,NA,1,NA,79,"노년"
"589","남",1973,5,873,2,NA,48,"중년"
"590","여",1976,5,NA,2,NA,45,"중년"
"591","남",1935,3,NA,1,NA,86,"노년"
"592","여",1941,2,NA,1,NA,80,"노년"
"593","남",1926,7,NA,1,NA,95,"노년"
"594","남",1949,4,153,1,190,72,"노년"
"595","여",1955,3,NA,1,NA,66,"노년"
"596","여",1990,6,999,1,200,31,"중년"
"597","남",1968,5,783,1,NA,53,"노년"
"598","여",1934,3,NA,1,NA,87,"노년"
"599","남",1963,7,NA,1,NA,58,"노년"
"600","여",1945,2,NA,1,NA,76,"노년"
"601","남",1970,4,NA,1,NA,51,"노년"
"602","남",1970,4,NA,1,NA,51,"노년"
"603","남",1993,6,761,1,180,28,"초년"
"604","남",1975,5,NA,1,NA,46,"중년"
"605","여",1968,6,159,1,NA,53,"노년"
"606","여",2005,4,NA,1,NA,16,"초년"
"607","여",2007,3,NA,1,NA,14,"초년"
"608","여",1971,8,133,1,NA,50,"중년"
"609","남",1946,3,NA,1,NA,75,"노년"
"610","여",1951,3,NA,1,NA,70,"노년"
"611","여",1979,7,311,1,458,42,"중년"
"612","남",1978,7,311,1,500,43,"중년"
"613","여",2007,3,NA,1,NA,14,"초년"
"614","남",2010,3,NA,1,NA,11,"초년"
"615","남",1945,3,254,2,55,76,"노년"
"616","여",1951,7,246,2,180,70,"노년"
"617","여",1970,5,521,1,150,51,"노년"
"618","남",1995,5,930,1,280,26,"초년"
"619","여",1999,5,285,1,180,22,"초년"
"620","여",1933,2,NA,2,NA,88,"노년"
"621","남",1995,5,NA,2,NA,26,"초년"
"622","남",1947,7,753,1,NA,74,"노년"
"623","여",1942,4,NA,1,NA,79,"노년"
"624","여",1942,3,NA,1,NA,79,"노년"
"625","남",1961,7,149,1,NA,60,"노년"
"626","남",1993,5,274,3,200,28,"초년"
"627","여",1995,5,313,1,171,26,"초년"
"628","남",1932,7,NA,1,NA,89,"노년"
"629","여",1939,5,NA,1,NA,82,"노년"
"630","여",1978,6,NA,1,NA,43,"중년"
"631","남",1983,5,159,1,NA,38,"중년"
"632","여",1927,2,NA,1,NA,94,"노년"
"633","남",1945,4,NA,1,NA,76,"노년"
"634","여",1951,4,NA,1,NA,70,"노년"
"635","여",1965,5,441,1,310,56,"노년"
"636","여",1986,5,286,1,250,35,"중년"
"637","남",1945,7,NA,1,NA,76,"노년"
"638","여",1949,7,NA,1,NA,72,"노년"
"639","남",1968,7,254,2,NA,53,"노년"
"640","여",1969,7,254,2,NA,52,"노년"
"641","남",1959,3,873,2,319,62,"노년"
"642","여",1960,3,951,2,100,61,"노년"
"643","남",1988,5,521,2,266,33,"중년"
"644","여",1986,5,312,2,NA,35,"중년"
"645","남",1980,5,921,2,NA,41,"중년"
"646","여",2015,1,NA,2,NA,6,"초년"
"647","여",2017,1,NA,2,NA,4,"초년"
"648","남",1962,7,399,1,131,59,"노년"
"649","여",1965,7,941,1,194,56,"노년"
"650","여",1991,7,NA,1,NA,30,"중년"
"651","남",1994,7,432,1,90,27,"초년"
"652","남",1965,5,811,1,NA,56,"노년"
"653","여",1965,5,811,1,NA,56,"노년"
"654","여",1992,7,NA,1,NA,29,"초년"
"655","여",1996,7,246,3,251,25,"초년"
"656","남",1964,6,312,2,400,57,"노년"
"657","여",1966,5,421,2,160,55,"노년"
"658","남",1990,5,930,2,NA,31,"중년"
"659","여",1997,7,NA,2,NA,24,"초년"
"660","여",1953,5,NA,1,NA,68,"노년"
"661","남",1950,4,NA,1,NA,71,"노년"
"662","여",1954,4,NA,1,NA,67,"노년"
"663","여",1984,5,NA,1,NA,37,"중년"
"664","남",1978,6,132,1,570,43,"중년"
"665","여",2014,1,NA,1,NA,7,"초년"
"666","남",2017,1,NA,1,NA,4,"초년"
"667","여",1987,6,243,2,300,34,"중년"
"668","남",1980,7,753,2,583,41,"중년"
"669","여",1960,5,532,1,54,61,"노년"
"670","여",1992,6,442,1,196,29,"초년"
"671","여",1995,6,NA,1,NA,26,"초년"
"672","여",1974,5,521,1,225,47,"중년"
"673","남",1975,7,254,1,195,46,"중년"
"674","남",1958,6,942,1,210,63,"노년"
"675","여",1958,4,NA,1,NA,63,"노년"
"676","여",1960,4,521,1,160,61,"노년"
"677","남",1957,5,521,5,NA,64,"노년"
"678","여",1960,4,521,5,NA,61,"노년"
"679","여",1995,7,320,5,433,26,"초년"
"680","여",1995,5,314,1,217,26,"초년"
"681","남",1968,5,842,1,NA,53,"노년"
"682","여",1971,5,421,1,78,50,"중년"
"683","남",2001,5,NA,1,NA,20,"초년"
"684","남",1952,6,141,1,443,69,"노년"
"685","여",1952,5,951,1,NA,69,"노년"
"686","여",1983,7,281,1,NA,38,"중년"
"687","여",1978,7,252,1,540,43,"중년"
"688","남",1975,7,285,1,483,46,"중년"
"689","남",2008,3,NA,1,NA,13,"초년"
"690","여",2010,3,NA,1,NA,11,"초년"
"691","여",1983,7,NA,1,NA,38,"중년"
"692","여",1980,7,422,1,NA,41,"중년"
"693","남",1979,7,231,1,612,42,"중년"
"694","여",2010,3,NA,1,NA,11,"초년"
"695","남",1958,4,431,1,280,63,"노년"
"696","여",1965,5,NA,1,NA,56,"노년"
"697","여",1993,6,224,1,200,28,"초년"
"698","여",1996,7,222,1,225,25,"초년"
"699","남",1963,6,522,1,NA,58,"노년"
"700","남",1939,4,NA,1,NA,82,"노년"
"701","여",1947,3,941,1,150,74,"노년"
"702","여",1945,4,NA,1,NA,76,"노년"
"703","여",1930,2,NA,1,NA,91,"노년"
"704","남",1966,7,521,1,NA,55,"노년"
"705","여",1995,6,441,1,210,26,"초년"
"706","여",1996,6,521,1,200,25,"초년"
"707","여",1949,5,NA,1,NA,72,"노년"
"708","여",1945,2,NA,1,NA,76,"노년"
"709","여",1930,7,NA,1,NA,91,"노년"
"710","여",1937,3,NA,1,NA,84,"노년"
"711","여",1956,4,441,1,NA,65,"노년"
"712","여",1988,6,521,1,NA,33,"중년"
"713","남",1932,3,NA,1,NA,89,"노년"
"714","여",1942,3,NA,1,NA,79,"노년"
"715","여",1957,4,NA,1,NA,64,"노년"
"716","남",1982,8,399,1,417,39,"중년"
"717","남",1980,7,NA,2,NA,41,"중년"
"718","여",1982,7,284,2,183,39,"중년"
"719","여",1970,6,253,1,218,51,"노년"
"720","남",2000,7,953,1,50,21,"초년"
"721","남",2001,5,NA,1,NA,20,"초년"
"722","남",1966,7,313,1,760,55,"노년"
"723","여",1970,5,NA,1,NA,51,"노년"
"724","여",1998,5,314,1,218,23,"초년"
"725","여",2000,7,NA,1,NA,21,"초년"
"726","남",1940,3,NA,1,NA,81,"노년"
"727","여",1944,3,NA,1,NA,77,"노년"
"728","남",1972,5,799,1,270,49,"중년"
"729","여",1940,4,NA,1,NA,81,"노년"
"730","여",1958,4,442,1,260,63,"노년"
"731","여",1984,5,314,1,267,37,"중년"
"732","여",1982,6,521,1,NA,39,"중년"
"733","남",1946,8,121,1,NA,75,"노년"
"734","여",1950,7,NA,1,NA,71,"노년"
"735","남",1969,6,510,1,317,52,"노년"
"736","여",1972,5,441,1,214,49,"중년"
"737","여",2001,5,NA,1,NA,20,"초년"
"738","여",2003,5,NA,1,NA,18,"초년"
"739","남",1960,3,910,1,NA,61,"노년"
"740","여",1962,3,442,1,NA,59,"노년"
"741","남",1942,4,941,1,62,79,"노년"
"742","여",1941,4,NA,1,NA,80,"노년"
"743","남",1952,3,521,1,NA,69,"노년"
"744","여",1956,3,951,1,180,65,"노년"
"745","여",1982,6,399,1,NA,39,"중년"
"746","남",1976,5,135,1,358,45,"중년"
"747","남",2009,3,NA,1,NA,12,"초년"
"748","여",2015,1,NA,1,NA,6,"초년"
"749","남",1939,3,NA,1,NA,82,"노년"
"750","여",1943,3,NA,1,NA,78,"노년"
"751","여",1932,2,NA,2,NA,89,"노년"
"752","여",1990,6,NA,2,NA,31,"중년"
"753","남",1986,7,510,2,425,35,"중년"
"754","여",2015,1,NA,2,NA,6,"초년"
"755","여",2018,1,NA,2,NA,3,"초년"
"756","남",1948,4,NA,2,NA,73,"노년"
"757","여",1952,4,NA,2,NA,69,"노년"
"758","남",1945,7,NA,1,NA,76,"노년"
"759","여",1947,7,NA,1,NA,74,"노년"
"760","남",1957,5,783,1,NA,64,"노년"
"761","여",1962,5,429,1,76,59,"노년"
"762","남",1983,5,NA,1,NA,38,"중년"
"763","여",1954,3,NA,2,NA,67,"노년"
"764","여",1975,5,285,2,370,46,"중년"
"765","여",1981,8,NA,2,NA,40,"중년"
"766","남",1980,5,312,2,320,41,"중년"
"767","여",1946,4,941,1,27,75,"노년"
"768","남",1968,7,510,1,467,53,"노년"
"769","여",1969,7,NA,1,NA,52,"노년"
"770","여",1997,7,442,1,40,24,"초년"
"771","남",2000,5,NA,1,NA,21,"초년"
"772","남",1964,8,873,1,458,57,"노년"
"773","여",1972,5,532,1,343,49,"중년"
"774","여",2001,5,NA,1,NA,20,"초년"
"775","남",2002,5,NA,1,NA,19,"초년"
"776","남",1962,7,235,1,726,59,"노년"
"777","여",1961,7,NA,1,NA,60,"노년"
"778","여",1986,7,612,1,210,35,"중년"
"779","남",1992,7,221,1,337,29,"초년"
"780","남",1943,5,NA,1,NA,78,"노년"
"781","여",1946,5,NA,1,NA,75,"노년"
"782","남",1940,6,NA,1,NA,81,"노년"
"783","여",1942,4,NA,1,NA,79,"노년"
"784","여",1947,4,153,7,27,74,"노년"
"785","남",1958,5,532,7,NA,63,"노년"
"786","여",1954,3,NA,1,NA,67,"노년"
"787","남",1942,5,NA,1,NA,79,"노년"
"788","여",1947,5,NA,1,NA,74,"노년"
"789","남",1975,5,232,1,331,46,"중년"
"790","여",1981,7,NA,1,NA,40,"중년"
"791","남",2011,3,NA,1,NA,10,"초년"
"792","남",2013,1,NA,1,NA,8,"초년"
"793","남",2017,1,NA,1,NA,4,"초년"
"794","여",1944,3,NA,1,NA,77,"노년"
"795","여",1935,2,NA,2,NA,86,"노년"
"796","여",1936,4,NA,1,NA,85,"노년"
"797","여",1959,5,421,7,98,62,"노년"
"798","남",1945,3,941,1,NA,76,"노년"
"799","여",1947,3,NA,1,NA,74,"노년"
"800","남",1963,5,873,1,260,58,"노년"
"801","여",1960,4,510,1,591,61,"노년"
"802","남",1956,4,NA,5,NA,65,"노년"
"803","여",1940,3,NA,1,NA,81,"노년"
"804","남",1971,5,NA,1,NA,50,"중년"
"805","여",1939,2,NA,7,NA,82,"노년"
"806","여",1964,4,611,7,NA,57,"노년"
"807","남",1952,5,611,7,NA,69,"노년"
"808","남",1956,5,873,1,NA,65,"노년"
"809","여",1964,5,951,1,100,57,"노년"
"810","여",1992,6,314,1,78,29,"초년"
"811","여",1995,5,314,1,150,26,"초년"
"812","남",1963,5,772,1,1000,58,"노년"
"813","여",1967,5,314,1,200,54,"노년"
"814","여",1992,7,NA,1,NA,29,"초년"
"815","여",1994,6,NA,1,NA,27,"초년"
"816","남",2003,5,NA,1,NA,18,"초년"
"817","남",1939,5,NA,1,NA,82,"노년"
"818","여",1946,4,NA,1,NA,75,"노년"
"819","남",1967,7,312,1,635,54,"노년"
"820","여",1966,5,521,1,NA,55,"노년"
"821","남",1993,6,799,1,208,28,"초년"
"822","남",1996,7,NA,1,NA,25,"초년"
"823","남",1970,5,762,7,NA,51,"노년"
"824","여",1942,3,NA,7,NA,79,"노년"
"825","남",1973,5,442,7,NA,48,"중년"
"826","남",1948,3,910,1,NA,73,"노년"
"827","여",1953,4,NA,1,NA,68,"노년"
"828","남",1981,6,222,1,565,40,"중년"
"829","여",1985,7,NA,1,NA,36,"중년"
"830","남",1969,7,312,2,833,52,"노년"
"831","여",1971,7,313,2,160,50,"중년"
"832","여",2001,5,NA,2,NA,20,"초년"
"833","남",1974,5,922,1,584,47,"중년"
"834","여",1976,5,NA,1,NA,45,"중년"
"835","남",2005,4,NA,1,NA,16,"초년"
"836","여",2007,3,NA,1,NA,14,"초년"
"837","남",1974,8,274,1,593,47,"중년"
"838","여",1975,7,252,1,360,46,"중년"
"839","여",2004,5,NA,1,NA,17,"초년"
"840","남",1971,7,510,7,NA,50,"중년"
"841","여",1979,7,252,7,NA,42,"중년"
"842","남",2005,4,NA,7,NA,16,"초년"
"843","남",2007,3,NA,7,NA,14,"초년"
"844","남",2013,1,NA,7,NA,8,"초년"
"845","남",1969,5,NA,2,NA,52,"노년"
"846","여",1969,5,521,2,220,52,"노년"
"847","여",2001,5,NA,2,NA,20,"초년"
"848","여",2002,5,NA,2,NA,19,"초년"
"849","남",1970,9,221,1,1668,51,"노년"
"850","여",1971,7,NA,1,NA,50,"중년"
"851","여",2003,5,NA,1,NA,18,"초년"
"852","여",1960,9,251,2,120,61,"노년"
"853","여",1957,4,NA,1,NA,64,"노년"
"854","여",1985,7,399,1,200,36,"중년"
"855","여",1982,7,951,1,242,39,"중년"
"856","남",1982,7,510,1,543,39,"중년"
"857","여",2014,1,NA,1,NA,7,"초년"
"858","여",2017,1,NA,1,NA,4,"초년"
"859","남",1949,5,NA,1,NA,72,"노년"
"860","여",1952,4,NA,1,NA,69,"노년"
"861","남",1972,6,NA,1,NA,49,"중년"
"862","남",1974,7,239,4,593,47,"중년"
"863","여",1977,6,NA,4,NA,44,"중년"
"864","여",2013,1,NA,4,NA,8,"초년"
"865","여",1940,5,NA,1,NA,81,"노년"
"866","남",1941,7,NA,1,NA,80,"노년"
"867","여",1942,5,999,1,110,79,"노년"
"868","남",1953,7,510,1,410,68,"노년"
"869","여",1956,7,243,1,293,65,"노년"
"870","남",1952,5,783,1,NA,69,"노년"
"871","여",1956,5,NA,1,NA,65,"노년"
"872","남",1983,7,NA,1,NA,38,"중년"
"873","남",1952,7,313,1,661,69,"노년"
"874","여",1950,6,NA,1,NA,71,"노년"
"875","남",1982,7,231,1,333,39,"중년"
"876","여",1938,7,NA,1,NA,83,"노년"
"877","여",1936,4,NA,1,NA,85,"노년"
"878","여",1984,9,239,5,426,37,"중년"
"879","남",1983,9,312,5,517,38,"중년"
"880","남",1967,7,312,1,1000,54,"노년"
"881","여",1971,7,259,1,NA,50,"중년"
"882","여",2003,5,NA,1,NA,18,"초년"
"883","여",2006,4,NA,1,NA,15,"초년"
"884","남",1956,4,792,1,270,65,"노년"
"885","여",1956,4,NA,1,NA,65,"노년"
"886","남",1947,4,611,2,NA,74,"노년"
"887","여",1953,3,873,2,NA,68,"노년"
"888","남",1963,8,248,2,410,58,"노년"
"889","여",1966,7,NA,2,NA,55,"노년"
"890","여",1999,7,NA,2,NA,22,"초년"
"891","남",2001,5,NA,2,NA,20,"초년"
"892","남",2005,4,NA,2,NA,16,"초년"
"893","남",1944,7,942,1,230,77,"노년"
"894","여",1946,3,NA,1,NA,75,"노년"
"895","여",1940,3,NA,1,NA,81,"노년"
"896","여",1972,7,254,1,NA,49,"중년"
"897","여",1951,2,NA,1,NA,70,"노년"
"898","여",1972,7,285,1,667,49,"중년"
"899","남",1971,6,222,1,333,50,"중년"
"900","남",1974,6,521,2,445,47,"중년"
"901","여",1978,6,521,2,393,43,"중년"
"902","여",1952,6,441,1,NA,69,"노년"
"903","여",1952,3,441,1,NA,69,"노년"
"904","남",1979,5,NA,2,NA,42,"중년"
"905","여",1979,7,243,2,193,42,"중년"
"906","남",2017,1,NA,2,NA,4,"초년"
"907","남",1977,8,159,1,679,44,"중년"
"908","여",1975,9,NA,1,NA,46,"중년"
"909","남",2010,3,NA,1,NA,11,"초년"
"910","남",2016,1,NA,1,NA,5,"초년"
"911","여",1963,5,NA,2,NA,58,"노년"
"912","여",1990,7,930,2,NA,31,"중년"
"913","여",1992,7,399,2,255,29,"초년"
"914","여",1979,7,223,1,520,42,"중년"
"915","남",1979,7,222,1,656,42,"중년"
"916","여",2012,3,NA,1,NA,9,"초년"
"917","여",1944,4,952,1,27,77,"노년"
"918","여",1942,3,NA,1,NA,79,"노년"
"919","남",1974,5,522,1,NA,47,"중년"
"920","여",1974,5,NA,1,NA,47,"중년"
"921","여",2006,4,NA,1,NA,15,"초년"
"922","남",2010,3,NA,1,NA,11,"초년"
"923","여",1942,4,NA,2,NA,79,"노년"
"924","남",1981,5,532,1,392,40,"중년"
"925","여",1981,5,952,1,111,40,"중년"
"926","남",2006,4,NA,1,NA,15,"초년"
"927","여",2009,3,NA,1,NA,12,"초년"
"928","남",1964,6,313,1,303,57,"노년"
"929","여",1968,6,243,1,250,53,"노년"
"930","여",2001,5,NA,1,NA,20,"초년"
"931","여",2003,5,NA,1,NA,18,"초년"
"932","남",2005,4,NA,1,NA,16,"초년"
"933","남",1977,5,761,1,358,44,"중년"
"934","남",2000,5,NA,1,NA,21,"초년"
"935","여",1977,7,246,1,206,44,"중년"
"936","여",2001,5,NA,1,NA,20,"초년"
"937","남",1961,5,783,1,220,60,"노년"
"938","여",1963,5,951,1,90,58,"노년"
"939","남",1990,6,942,1,221,31,"중년"
"940","남",1995,5,NA,1,NA,26,"초년"
"941","남",1959,5,910,1,350,62,"노년"
"942","여",1963,5,999,1,NA,58,"노년"
"943","여",1989,6,NA,1,NA,32,"중년"
"944","남",1990,6,236,1,292,31,"중년"
"945","남",1971,5,861,1,422,50,"중년"
"946","여",1975,5,313,1,692,46,"중년"
"947","여",2002,5,NA,1,NA,19,"초년"
"948","남",2005,4,NA,1,NA,16,"초년"
"949","남",1973,6,311,2,623,48,"중년"
"950","여",1971,5,999,2,80,50,"중년"
"951","남",2003,5,NA,2,NA,18,"초년"
"952","여",2007,3,NA,2,NA,14,"초년"
"953","남",1975,7,149,2,280,46,"중년"
"954","여",1977,6,313,2,220,44,"중년"
"955","남",2003,5,NA,2,NA,18,"초년"
"956","남",2006,4,NA,2,NA,15,"초년"
"957","남",1962,7,312,1,600,59,"노년"
"958","여",1968,7,247,1,170,53,"노년"
"959","여",1995,7,NA,1,NA,26,"초년"
"960","남",1997,7,NA,1,NA,24,"초년"
"961","남",1968,7,761,1,539,53,"노년"
"962","여",1974,7,313,1,240,47,"중년"
"963","여",1999,7,NA,1,NA,22,"초년"
"964","여",2001,5,NA,1,NA,20,"초년"
"965","남",2003,5,NA,1,NA,18,"초년"
"966","남",1973,5,762,1,376,48,"중년"
"967","여",1974,5,952,1,223,47,"중년"
"968","남",2001,5,NA,1,NA,20,"초년"
"969","여",2008,3,NA,1,NA,13,"초년"
"970","남",1975,6,873,1,440,46,"중년"
"971","여",1975,5,521,1,NA,46,"중년"
"972","여",2003,5,NA,1,NA,18,"초년"
"973","여",2008,3,NA,1,NA,13,"초년"
"974","남",1978,5,771,2,418,43,"중년"
"975","여",1978,6,NA,2,NA,43,"중년"
"976","여",2007,4,NA,2,NA,14,"초년"
"977","여",2010,3,NA,2,NA,11,"초년"
"978","남",1961,5,873,1,NA,60,"노년"
"979","여",1963,5,NA,1,NA,58,"노년"
"980","남",1993,6,441,1,283,28,"초년"
"981","남",1972,7,312,1,733,49,"중년"
"982","여",1973,5,259,1,192,48,"중년"
"983","남",2002,5,NA,1,NA,19,"초년"
"984","남",1974,5,NA,1,NA,47,"중년"
"985","여",1975,5,441,1,188,46,"중년"
"986","여",1998,5,313,1,128,23,"초년"
"987","남",2000,5,952,1,130,21,"초년"
"988","남",2003,5,NA,1,NA,18,"초년"
"989","여",2006,4,NA,1,NA,15,"초년"
"990","남",1953,5,521,1,NA,68,"노년"
"991","여",1959,4,NA,1,NA,62,"노년"
"992","여",1981,6,246,1,232,40,"중년"
"993","여",1983,6,313,1,243,38,"중년"
"994","남",1979,7,222,1,483,42,"중년"
"995","남",1952,5,510,1,NA,69,"노년"
"996","여",1957,6,521,1,NA,64,"노년"
"997","여",1989,7,313,1,286,32,"중년"
"998","남",1993,7,NA,1,NA,28,"초년"
"999","여",1990,7,521,2,263,31,"중년"
"1000","남",1938,4,999,2,27,83,"노년"
"1001","여",1941,4,999,2,27,80,"노년"
"1002","남",1946,4,NA,1,NA,75,"노년"
"1003","여",1949,4,NA,1,NA,72,"노년"
"1004","남",1978,5,314,1,350,43,"중년"
"1005","남",1975,5,921,2,342,46,"중년"
"1006","여",1981,5,999,2,50,40,"중년"
"1007","여",2014,1,NA,2,NA,7,"초년"
"1008","남",2016,1,NA,2,NA,5,"초년"
"1009","남",1961,5,782,1,NA,60,"노년"
"1010","여",1961,5,941,1,200,60,"노년"
"1011","남",1990,6,531,1,230,31,"중년"
"1012","여",1992,6,421,1,216,29,"초년"
"1013","여",1995,5,314,1,160,26,"초년"
"1014","남",1974,7,312,2,560,47,"중년"
"1015","여",1976,6,NA,2,NA,45,"중년"
"1016","여",2005,4,NA,2,NA,16,"초년"
"1017","남",1947,5,NA,1,NA,74,"노년"
"1018","여",1952,5,248,1,NA,69,"노년"
"1019","남",1982,7,224,1,260,39,"중년"
"1020","남",1980,7,510,4,NA,41,"중년"
"1021","여",1983,7,312,4,NA,38,"중년"
"1022","남",1943,8,NA,1,NA,78,"노년"
"1023","여",1946,7,NA,1,NA,75,"노년"
"1024","남",1973,7,873,1,250,48,"중년"
"1025","여",1975,7,320,1,253,46,"중년"
"1026","여",1942,2,NA,1,NA,79,"노년"
"1027","남",1945,3,NA,1,NA,76,"노년"
"1028","여",1950,2,941,1,27,71,"노년"
"1029","남",1941,2,NA,1,NA,80,"노년"
"1030","여",1981,7,222,1,173,40,"중년"
"1031","여",1934,2,NA,1,NA,87,"노년"
"1032","여",1937,2,NA,1,NA,84,"노년"
"1033","여",1935,4,NA,2,NA,86,"노년"
"1034","남",1942,3,941,1,NA,79,"노년"
"1035","여",1938,2,NA,5,NA,83,"노년"
"1036","남",1971,4,762,5,440,50,"중년"
"1037","여",2004,4,NA,5,NA,17,"초년"
"1038","남",2008,3,NA,5,NA,13,"초년"
"1039","남",1944,3,NA,1,NA,77,"노년"
"1040","남",1958,3,NA,1,NA,63,"노년"
"1041","남",1992,5,992,1,183,29,"초년"
"1042","남",1932,4,NA,1,NA,89,"노년"
"1043","여",1943,3,NA,1,NA,78,"노년"
"1044","여",1941,2,NA,1,NA,80,"노년"
"1045","남",1951,5,NA,1,NA,70,"노년"
"1046","여",1994,7,853,1,383,27,"초년"
"1047","남",1946,7,NA,2,NA,75,"노년"
"1048","여",1948,5,NA,2,NA,73,"노년"
"1049","남",1962,7,252,1,500,59,"노년"
"1050","여",1963,7,252,1,708,58,"노년"
"1051","남",1996,6,NA,1,NA,25,"초년"
"1052","여",1947,5,NA,1,NA,74,"노년"
"1053","남",1967,6,521,1,292,54,"노년"
"1054","여",1973,5,312,1,292,48,"중년"
"1055","여",2000,6,999,1,73,21,"초년"
"1056","남",2002,5,NA,1,NA,19,"초년"
"1057","남",1945,4,NA,1,NA,76,"노년"
"1058","남",1939,3,NA,1,NA,82,"노년"
"1059","여",1943,2,941,1,110,78,"노년"
"1060","남",1946,3,NA,6,NA,75,"노년"
"1061","여",1952,3,NA,6,NA,69,"노년"
"1062","여",1982,5,NA,2,NA,39,"중년"
"1063","남",1979,5,752,2,250,42,"중년"
"1064","남",2015,1,NA,2,NA,6,"초년"
"1065","여",2015,1,NA,2,NA,6,"초년"
"1066","남",2015,1,NA,2,NA,6,"초년"
"1067","여",1940,3,NA,1,NA,81,"노년"
"1068","여",1939,2,NA,1,NA,82,"노년"
"1069","여",1965,5,246,1,458,56,"노년"
"1070","남",1991,7,NA,1,NA,30,"중년"
"1071","남",1989,5,521,1,200,32,"중년"
"1072","여",1990,7,NA,1,NA,31,"중년"
"1073","남",1976,5,841,5,413,45,"중년"
"1074","여",1980,5,246,5,145,41,"중년"
"1075","남",2006,4,NA,5,NA,15,"초년"
"1076","여",2009,3,NA,5,NA,12,"초년"
"1077","여",1950,4,NA,1,NA,71,"노년"
"1078","여",1963,5,421,1,120,58,"노년"
"1079","여",1992,6,314,1,217,29,"초년"
"1080","남",1994,7,NA,1,NA,27,"초년"
"1081","여",1985,5,521,6,152,36,"중년"
"1082","남",1980,6,753,6,698,41,"중년"
"1083","남",2010,3,NA,6,NA,11,"초년"
"1084","여",2012,3,NA,6,NA,9,"초년"
"1085","남",1960,7,235,2,NA,61,"노년"
"1086","여",1963,5,864,2,180,58,"노년"
"1087","여",1988,6,243,2,208,33,"중년"
"1088","여",1990,7,876,2,250,31,"중년"
"1089","여",1993,7,NA,2,NA,28,"초년"
"1090","남",1941,5,NA,1,NA,80,"노년"
"1091","여",1942,3,NA,1,NA,79,"노년"
"1092","여",1971,6,254,1,108,50,"중년"
"1093","남",1942,5,NA,1,NA,79,"노년"
"1094","여",1948,4,NA,1,NA,73,"노년"
"1095","남",1970,6,NA,1,NA,51,"노년"
"1096","남",1972,5,799,1,220,49,"중년"
"1097","여",1967,5,951,2,123,54,"노년"
"1098","여",2001,5,NA,2,NA,20,"초년"
"1099","여",1991,5,NA,2,NA,30,"중년"
"1100","남",1992,7,320,2,375,29,"초년"
"1101","남",2014,1,NA,2,NA,7,"초년"
"1102","여",2014,1,NA,2,NA,7,"초년"
